R0,R1,C1,f,Z_mod
12.91549665014884,774.263682681127,1.6681005372000591e-06,0.001,787.1791793053634
35.938136638046274,59.94842503189409,0.01,0.31622776601683794,67.51864369272681
21.544346900318832,10.0,0.003593813663804626,100.0,21.568450065383175
359.38136638046257,21.544346900318832,4.641588833612782e-06,10.0,380.92488682806055
16.68100537200059,278.2559402207126,0.0021544346900318843,10000.0,16.68100720389053
278.2559402207126,166.81005372000593,0.001291549665014884,316.22776601683796,278.2571233977168
100.0,46.41588833612777,0.005994842503189409,0.1,145.25278552719863
1000.0,359.38136638046257,7.742636826811277e-06,31622.776601683792,1000.001386990088
27.825594022071243,27.825594022071243,0.000774263682681127,0.03162277660168379,55.650805637308196
59.94842503189409,1000.0,1.2915496650148827e-05,0.0001,1059.9484249971047
774.263682681127,599.4842503189409,2.782559402207126e-06,0.00031622776601683794,1373.7479329949192
599.4842503189409,35.938136638046274,0.0001,0.01,635.4223851763804
46.41588833612777,215.44346900318823,0.0001668100537200059,1000.0,46.429917452924336
129.1549665014884,16.68100537200059,5.994842503189409e-05,3.1622776601683795,145.82976541994879
166.81005372000593,100.0,2.1544346900318823e-05,100000.0,166.81012465008794
77.4263682681127,464.1588833612782,0.00046415888336127773,31.622776601683793,78.43184593422082
464.1588833612782,77.4263682681127,0.0002782559402207126,0.0031622776601683794,541.5852384557476
215.44346900318823,129.1549665014884,1e-06,1.0,344.59836639003595
10.0,12.91549665014884,3.5938136638046256e-05,3162.2776601683795,10.2440310673932
