T0,T1,T2,T3,R1,C1,Wo1,Wo2,f,Z_mod
861.9535664753032,4101.1270705513,4.550556554110025,199.52623149688787,107.7105056036769,0.001681924324880869,124.96091412919867,674.578131435494,0.0001,1075.5996361010223
124.96091412919867,1449.7406703726315,2.133203355076591,199.52623149688787,226.38034095214465,0.0041011270705513005,92.84145445194744,1316.2998709241383,32.81927872511478,1.8341484832822506
21.017480113324883,1077.1050560367692,1.2872930346458724,199.52623149688787,21.017480113324883,6.404004271197282e-05,262.63635276533324,1771.6874009547175,1811.6091942004134,1.4241734100187877
68.97785379387658,156.15230060004964,1.657123357047779,199.52623149688787,24.38354098268829,0.003046989570903508,10.0,501.18723362727246,0.30469895709035083,27.322976255753424
168.1924324880869,1681.9243248808689,30.244413096690295,199.52623149688787,38.07546021222372,3.281927872511471e-06,168.1924324880869,3209.6051848186034,0.041011270705513046,62.61709230604035
1000.0,800.2502278161052,38.93342231632179,199.52623149688787,10.0,0.00028288694346259694,13.459603241553642,4320.001234969185,124.96091412919867,6.5366072205997545
38.07546021222372,7429.63950759495,1.1345893682940416,199.52623149688787,1000.0,0.0005124805876960931,195.12934226359621,5011.872336272725,475.7944314009414,0.7266904749455164
262.63635276533324,4757.944314009414,16.08613143614985,199.52623149688787,742.963950759495,0.002263803409521449,353.4981105030106,2213.9167717448563,0.1561523006000498,410.4521739591151
15.615230060004972,5519.954321281573,11.013756837602738,199.52623149688787,32.81927872511474,0.00021017480113324892,11.601553017399715,726.5915160610067,13459.603241553643,0.0601175065500974
475.7944314009414,3046.989570903508,3.5349811050301057,199.52623149688787,640.4004271197283,2.6263635276533353e-05,38.07546021222372,2568.48728035084,8.619535664753032,478.1058201420722
11.601553017399715,134.59603241553643,20.707564952153703,199.52623149688787,353.4981105030106,1.8116091942004133e-06,226.38034095214465,1222.071945115077,1.1601553017399715,355.4208607517403
144.97406703726315,380.7546021222372,14.177932462329352,199.52623149688787,861.9535664753032,2.4383540982688266e-06,51.24805876960934,2979.8441357507077,0.005519954321281573,902.9361106643605
80.02502278161052,3534.981105030106,34.314989549797865,199.52623149688787,13.459603241553642,1.4497406703726315e-05,107.7105056036769,4010.751978887484,3534.981105030109,3.0680974524257163
13.459603241553642,8619.535664753032,2.4203098470790794,199.52623149688787,551.9954321281573,8.619535664753033e-05,32.81927872511474,1644.8603513882656,16.819243248808725,107.81543405844293
410.11270705513,243.8354098268829,7.540833553382576,199.52623149688787,168.1924324880869,0.01,68.97785379387658,782.6153956227316,51248.05876960947,0.05573039029302105
304.6989570903508,10000.0,1.8801545428581412,199.52623149688787,11.601553017399715,0.0009284145445194745,861.9535664753032,1053.3692715813515,2.263803409521451,23.02832994705288
107.7105056036769,512.4805876960936,5.163013086114003,199.52623149688787,92.84145445194744,4.417344703140073e-06,551.9954321281573,2384.6209484909864,0.00019512934226359623,427.933502130765
18.116091942004143,1951.2934226359623,1.0,199.52623149688787,59.45570708544391,0.005519954321281568,475.7944314009414,4653.095172270397,4.417344703140064,7.772931401658158
226.38034095214465,2263.8034095214466,8.55574957774285,199.52623149688787,28.288694346259696,1.0771050560367691e-05,21.017480113324883,1134.5893682940423,0.000742963950759495,194.5883323728364
742.963950759495,928.4145445194745,5.857899755867956,199.52623149688787,262.63635276533324,0.00015615230060004966,59.45570708544391,3457.0819724499465,0.5945570708544394,282.49896570559036
28.288694346259696,100.0,12.496091412919867,199.52623149688787,475.7944314009414,0.0012496091412919868,28.288694346259696,1908.2934572849688,0.0014497406703726315,490.177337233601
640.4004271197283,282.88694346259695,18.251153704436177,199.52623149688787,80.02502278161052,4.757944314009414e-05,15.615230060004972,2766.53063603202,0.0028288694346259697,231.64090094843803
551.9954321281573,441.7344703140069,3.1156480078297157,199.52623149688787,51.24805876960934,1.951293422635962e-05,410.11270705513,842.9589995574606,26263.635276533245,0.41408238133845315
32.81927872511474,210.17480113324893,23.494583037971896,199.52623149688787,44.17344703140069,0.0003807546021222372,742.963950759495,2055.4325312435262,0.01077105056036769,105.69072086585795
24.38354098268829,2626.3635276533328,50.11872336272722,199.52623149688787,15.615230060004972,5.945570708544394e-06,1000.0,1417.793246232936,0.021017480113324872,87.90200067269708
44.17344703140069,116.01553017399715,4.010751978887481,199.52623149688787,144.97406703726315,0.00011601553017399714,80.02502278161052,3723.640471659404,100000.0,0.01811627196709635
51.24805876960934,181.16091942004132,1.4605489909881801,199.52623149688787,410.11270705513,8.002502278161051e-06,44.17344703140069,581.4550262570699,928.4145445194745,21.445631525839236
353.4981105030106,689.7785379387658,9.707262508693276,199.52623149688787,68.97785379387658,0.00742963950759495,304.6989570903508,977.9633524860112,64.04004271197283,1.9849843434310581
92.84145445194744,6404.004271197283,2.746057820473301,199.52623149688787,195.12934226359621,1e-06,18.116091942004143,626.2881486394823,243.83540982688316,187.11799970673803
59.45570708544391,1249.6091412919868,44.17344703140071,199.52623149688787,18.116091942004143,3.5349811050301094e-05,24.38354098268829,907.9554004550374,0.08002502278161053,24.03748776807429
195.12934226359621,328.1927872511474,26.656704127384444,199.52623149688787,304.6989570903508,0.0006897785379387658,144.97406703726315,1527.1122739322793,0.0003807546021222372,391.22686068780223
10.0,594.5570708544394,6.646310783540047,199.52623149688787,124.96091412919867,1.3459603241553642e-06,640.4004271197283,539.8313033610166,6897.785379387658,17.09197302654414
