T0,T1,T2,T3,R1,C1,Wo1,Wo2,f,Z_mod
224.9638190225193,3111.413605706859,36.002945095621854,199.52623149688787,10.0,0.00026456671886283085,10.0,815.2064470675853,0.001032962384837093,53.02984574011696
635.0631327313489,3779.7649088223598,9.07290740990469,199.52623149688787,240.03893439847494,0.0011021825252050103,79.69084845396922,671.0587806521269,21.083546298861737,10.287116396057819
354.23851177593997,4303.311824915583,1.5543517116712509,199.52623149688787,331.99134404454117,4.165990831887119e-06,403.30518255455445,3866.552787239578,0.0003213973218365539,2859.386378587993
197.59440716631397,850.3103488959835,2.4160092435753473,199.52623149688787,459.1682295070265,0.0031114136057068587,14.757543923599037,5011.872336272725,937.1972075541282,0.22691275648251272
459.1682295070265,129.62120555583616,32.244133027549594,199.52623149688787,173.55479611367522,7.969084845396914e-06,133.8938296164157,2536.444430866033,4033.051825545541,5.112799369131015
23.23791629995618,1975.9440716631398,47.43035093930039,199.52623149688787,377.976490882236,0.0003429345704895215,50.60871986919681,3287.769849542419,0.08231764886870344,380.0157427532088
677.6195315271151,390.4354974340707,1.0,199.52623149688787,224.9638190225193,0.0021083546298861734,28.229567558496043,2301.2925471615918,90.729074099047,2.6889918643589437
142.86622765964933,576.1869002715536,14.10248916242013,199.52623149688787,69.99554872984423,6.1479792686885014e-06,30.121267254059365,2455.5051259354923,9.999999999999999e-05,126.8780302334937
61.47979268688502,2249.6381902251933,21.92022816843298,199.52623149688787,878.3386058472557,0.0004445159245362465,12.96212055558362,628.9144153318516,0.00017927557609349746,904.878845233553
10.0,5227.690396963792,2.047706013268199,199.52623149688787,273.2874688650746,0.00023237916299956177,117.60411963683248,869.8344814695819,217.78510265695468,3.2366028126486475
937.1972075541282,113.85130897615369,19.631692662363427,199.52623149688787,677.6195315271151,0.01,34.29345704895213,1164.654698563714,4.899376841991994,14.624133470766788
125.48492322523306,121.4806318867293,3.182855346722938,199.52623149688787,11.38513089761537,1e-06,197.59440716631397,2620.0516883141413,0.47430350939300386,17.412728198391726
24.79511901300032,179.27557609349742,1.3174019740142915,199.52623149688787,185.1849266245829,1.9759440716631397e-05,32.139732183655376,3743.169009827363,291.6008142814395,27.36270185808269
17.927557609349744,1032.9623848370932,11.952666131857333,199.52623149688787,125.48492322523306,0.0059517939461639635,152.43987765659023,4125.655471520665,55780.046662824265,0.006500543137972186
32.139732183655376,1176.0411963683246,44.886183032711195,199.52623149688787,937.1972075541282,0.008783386058472559,430.3311824915583,3081.2887220718117,41659.908318871094,0.019909811781420938
117.60411963683248,1428.6622765964933,30.51455509274853,199.52623149688787,403.30518255455445,2.249638190225193e-05,142.86622765964933,3182.8553467229412,23237.916299956203,0.32517472039407547
39.04354974340707,9371.972075541282,13.34603048944999,199.52623149688787,17.927557609349744,3.6591505792521812e-06,61.47979268688502,589.4168338395485,100000.0,0.43968464459278694
54.00007539637689,699.955487298442,17.582086912056344,199.52623149688787,12.96212055558362,0.005227690396963793,311.1413605706859,3508.087543413356,0.04591682295070265,27.91110104018766
41.65990831887118,168.01656929748344,3.3632609387632995,199.52623149688787,85.03103488959835,1.9128906344201106e-06,256.1242526798837,1775.3981976122554,162.65507027536216,84.10988715835019
44.45159245362465,301.2126725405935,2.16377085926524,199.52623149688787,50.60871986919681,6.99955487298442e-06,635.0631327313489,789.1927712315974,0.0004303311824915583,525.0643499518726
69.99554872984423,506.0871986919682,34.071744173828186,199.52623149688787,14.757543923599037,3.2139732183655393e-06,39.04354974340707,1956.8128686886994,1254.849232252328,13.882484936733377
12.14806318867293,5951.79394616397,3.968181694030984,199.52623149688787,57.61869002715535,2.8229567558496057e-06,489.9376841991999,898.5063003923557,0.0044451592453624645,517.3556866766097
