W0,R1,C1,f,Z_mod
3.686945064519575,21.544346900318835,4.641588833612782e-06,3162.27766016838,9.720705501797092
1.9201419386388014,1000.0,0.0021544346900318,100000.0,0.0039825400889188
50.118723362727216,464.1588833612782,0.0001,100.0,18.07624043723147
7.079457843841379,100.0,0.00046415888336120005,0.0001,475.4160280358568
26.10157215682537,215.4434690031882,2.154434690031882e-05,0.0999999999999999,250.62719131132428
13.593563908785255,10.0,0.009999999999999998,3.1622776601683795,8.696594033425056
1.0,46.41588833612778,1e-06,0.0031622776601683005,53.97843066870118
47.54455325880782,32.1591878895371,1.6038437335257736e-06,99607.02817474284,1.0593031531049828
6.55161190623213,927.2560422651384,0.0099101439024242,0.001001244181737,1015.9170242905884
2.3711320977332297,999.4015010610237,0.004263794823170401,81.40088119052608,0.5731153023644588
4.425603070297587,742.7432409906485,0.009990793807825,463.83836127552695,0.1423082874062357
4.522093663537826,616.08111499644,0.0092657305958543,0.0005520360245519,698.3145762939371
