W0,R1,C1,f,Z_mod
1.4273992181725854,53.3669923120631,0.004328761281083057,0.0006579332246575682,78.77553415363624
2.037468528039708,432.87612810830615,0.0003511191734215131,15199.11082952933,0.037008264859362684
2.9082809839751276,81.11308307896871,1e-06,100000.0,1.5949874619180986
12.073082874598748,123.2846739442066,1.2328467394420658e-05,0.004328761281083062,209.68649684521023
5.925530975545677,187.3817422860383,0.0001519911082952933,0.1873817422860385,192.98955645722194
35.11191734215131,10.0,0.01,0.028480358684357988,124.77203650809003
24.59852639341012,1000.0,2.8480358684358048e-05,351.11917342151344,16.453529482441695
50.11872336272722,35.11191734215131,2.3101297000831577e-06,2310.129700083163,23.316682743180095
8.458098281751335,15.199110829529339,0.0008111308307896872,9.999999999999999e-05,488.0629163720519
17.23310905613508,284.8035868435802,6.579332246575681e-05,53.366992312063125,45.848481366639255
4.151278002752295,23.101297000831604,5.336699231206312e-06,1.232846739442066,24.63935918935811
1.0,657.9332246575682,0.001873817422860385,8.111308307896856,10.613189189231374
