R0,R1,C1,f,Z_mod
17.782794100389232,17.782794100389232,0.0001,7498.942093324559,17.786592697924654
177.82794100389228,31.622776601683796,0.0003162277660168,3.1622776601683795,208.33741885435523
316.227766016838,56.2341325190349,0.001,42.16965034285824,316.5022351705235
31.622776601683796,177.82794100389228,3.1622776601683795e-05,0.0177827941003892,209.450677204101
56.2341325190349,10.0,3.162277660168379e-06,0.0013335214321633,66.23413251903425
1000.0,1000.0,1e-06,0.0001,1999.999999999704
562.341325190349,100.0,0.009999999999999998,100000.0,562.3413251906248
100.0,562.341325190349,0.0031622776601683005,562.341325190349,100.0000542949705
10.0,316.227766016838,1.0000000000000003e-05,0.23713737056616546,326.2241482950898
872.568253333121,977.6421147766939,3.126186981105384e-05,93177.20803591216,872.568258097365
43.50171562724016,991.516539331309,1.008788303217342e-06,0.0061919568082182,1035.0182541762626
935.7066401098434,636.5287705676446,2.5959369667955975e-05,1.2236603181432844,1564.1508157404128
894.8279016766325,585.9191308302087,0.00041337686134780007,380.08068380922566,894.8302263183076
886.7056541652665,980.7536105078025,0.000144165581684,644.5967223539639,886.7102988794192
897.4278232806652,450.77159296297646,7.621646826786958e-06,0.4976992309516972,1348.1560879759734
937.8204986253246,24.25626050881639,2.775200933664739e-05,96939.29679623745,937.8206447776068
