R0,R1,C1,f,Z_mod
861.9535664753032,410.11270705513,3.5349811050301094e-05,4.417344703140064,1223.1922496922118
124.96091412919867,144.97406703726315,5.945570708544394e-06,124.96091412919867,234.26656301740553
21.017480113324883,107.7105056036769,1.8116091942004133e-06,0.0028288694346259697,128.72798571624818
68.97785379387658,15.615230060004972,3.281927872511471e-06,0.005519954321281573,84.59308385383676
168.1924324880869,168.1924324880869,0.003046989570903508,0.041011270705513046,334.2157485297442
1000.0,80.02502278161052,0.005519954321281568,0.0001,1080.0250168453515
38.07546021222372,742.963950759495,1.3459603241553642e-06,100000.0,38.095697912380416
262.63635276533324,475.7944314009414,0.0006897785379387658,26263.635276533245,262.6363530744839
15.615230060004972,551.9954321281573,0.00028288694346259694,0.021017480113324872,567.4901111295261
475.7944314009414,304.6989570903508,1.951293422635962e-05,13459.603241553643,475.79602249909897
11.601553017399715,13.459603241553642,0.0012496091412919868,928.4145445194745,11.603761875019547
144.97406703726315,38.07546021222372,0.0005124805876960931,51248.05876960947,144.97406812837727
80.02502278161052,353.4981105030106,0.0041011270705513005,0.0003807546021222372,433.52061472207686
13.459603241553642,861.9535664753032,8.002502278161051e-06,6897.785379387658,13.774384545697693
410.11270705513,24.38354098268829,0.00011601553017399714,32.81927872511478,428.4369610841613
304.6989570903508,1000.0,4.417344703140073e-06,0.00019512934226359623,1304.69895707226
107.7105056036769,51.24805876960934,4.757944314009414e-05,2.263803409521451,158.90690902281648
18.116091942004143,195.12934226359621,1e-06,0.30469895709035083,213.24541943321012
226.38034095214465,226.38034095214465,0.00015615230060004966,0.01077105056036769,452.75971016891475
742.963950759495,92.84145445194744,6.404004271197282e-05,243.83540982688316,744.1377038574371
28.288694346259696,10.0,0.0003807546021222372,3534.981105030109,28.290339423364422
640.4004271197283,28.288694346259696,0.0009284145445194745,1.1601553017399715,667.7093724807299
551.9954321281573,44.17344703140069,1.4497406703726315e-05,0.1561523006000498,596.1688623666615
32.81927872511474,21.017480113324883,0.001681924324880869,0.08002502278161053,53.83141638828361
24.38354098268829,262.63635276533324,0.01,0.000742963950759495,286.9984800307291
44.17344703140069,11.601553017399715,2.6263635276533353e-05,16.819243248808725,55.76423219771324
51.24805876960934,18.116091942004143,2.4383540982688266e-06,1811.6091942004134,66.10935214082107
353.4981105030106,68.97785379387658,0.00021017480113324892,0.5945570708544394,422.2906641975366
92.84145445194744,640.4004271197283,1.0771050560367691e-05,64.04004271197283,263.44480966841377
59.45570708544391,124.96091412919867,0.00742963950759495,0.0014497406703726315,184.41071231229478
195.12934226359621,32.81927872511474,0.002263803409521449,475.7944314009414,195.13006345962185
10.0,59.45570708544391,8.619535664753033e-05,8.619535664753032,66.9791623402699
