Gs0,Gs1,Gs2,R1,C1,R2,C2,f,Z_mod
15.469407652461992,29.76351441631318,1.0,69.51927961775607,4.832930238571752e-05,864.6535029500361,3.9810717055349695e-05,276.761237075423,26.14767742477981
112.88378916846884,53.24953129837532,0.6951927961775605,10.0,1.971227921517696e-06,823.7387069571012,8.439481965654007e-06,48.329302385717526,357.9335565262777
312.4185713602668,86.46535029500365,0.344224759568609,51.97439870872009,0.0090760052168181,532.4953129837531,9.526807029019816e-05,0.0011018063301098,1349.0384644398475
532.4953129837531,31.241857136026667,0.5726572150091956,54.55594781168521,5.867067065993103e-05,166.36142493842226,4.281332398719396e-06,115.65326417902513,168.4175430534301
23.930257311804983,25.735127000169097,0.17044291274531953,270.13381211330045,0.0061584821106602005,558.9441576403378,0.0050729800906537,11288.378916846885,0.0215959818650915
17.89087489923219,58.67067065993101,0.41788100602942224,1000.0,5.197439870872015e-06,10.0,0.0002767612370754,0.005072980090653701,1022.1406764484686
42.81332398719393,8.858667904100827,0.31241857136026663,22.79789435643566,0.0001546940765246,38.85739518570976,1.5098971606184204e-05,0.0121397718907007,172.33219958504853
38.85739518570976,1.4737406155824793,0.1,97.60536373079,0.0055894415764033,222.51967709560265,1.473740615582478e-06,1.184906851000666,239.79552105808563
44.93984590721668,19.24024182760239,0.58670670659931,344.2247595686089,0.0021199020238496,747.6256801637687,0.0007297227644686001,20.195897501643778,15.180323733463576
63.09573444801933,2.7676123707542275,0.22251967709560266,44.93984590721668,0.001305537869023,107.54220761125612,0.0061584821106602005,0.0150989716061842,428.8884776147629
150.98971606184202,1.2742749857031337,0.115653264179025,33.59818286283781,0.00033598182862830004,12.13977189070075,0.0019240241827602,0.0013703834506631,1357.0099566863114
57.26572150091958,10.754220761125612,0.2767612370754228,26.366508987303583,0.002573512700016901,361.32227567962514,1.6636142493842227e-05,1024.5338593872225,9.553932640600271
72.97227644686393,2.1719114020174253,0.5589441576403377,183.2980710832436,1.6237767391887207e-06,57.26572150091958,1e-06,0.0233572146909012,374.3173882054363
712.2485584859915,55.89441576403379,0.1101806330109822,417.8810060294219,2.225196770956027e-05,124.37607347260159,0.007476256801637601,0.0449398459072166,732.9280204445413
33.59818286283781,95.2680702901982,0.10496696290308781,166.36142493842226,0.00022797894356430004,130.55378690230305,1.1018063301098226e-06,0.0032793628590208,386.4204893118816
40.78742758969022,78.47599703514611,0.5324953129837531,907.600521681814,4.386370005779536e-05,21.71911402017425,0.0001546940765246,74.76256801637696,59.04715306348381
16.237767391887218,18.32980710832436,0.352669921417466,19.712279215176963,0.0037926901907322005,97.60536373079,0.0034422475956860004,16.237767391887242,5.692054910376315
29.050786505108615,1.3375677515263367,0.7122485584859914,747.6256801637687,0.0015848931924610998,143.8449888287663,4.717199138213301e-06,0.069519279617756,835.595652120918
211.99020238496072,13.055378690230302,0.7847599703514613,15.469407652461992,3.9810717055349695e-05,712.2485584859915,0.0002069138081114,1.8329807108324334,386.62412482323856
222.51967709560265,3.3598182862837818,0.6158482110660264,23.930257311804983,0.00040787427589690007,40.78742758969022,0.0009760536373079001,2451.7358879792873,1.1495004727792055
107.54220761125612,74.76256801637689,0.12437607347260161,646.4371632490066,0.0007297227644686001,245.1735887979286,2.3930257311804994e-06,532.4953129837531,111.859312099486
26.366508987303583,24.51735887979288,0.1546940765246199,222.51967709560265,6.3095734448019305e-06,297.6351441631319,2.451735887979287e-05,27013.381211330103,1.1832774070421046
118.49068510006661,3.7018690558462057,0.4832930238571753,88.58667904100822,0.0009760536373079001,952.6807029019819,6.951927961775606e-06,0.000239302573118,1305.2319083149448
379.26901907322497,39.81071705534973,0.3049372829387259,784.7599703514607,1.789087489923219e-06,158.48931924611142,0.0023357214690901,143.8449888287663,488.0919444979248
233.57214690901213,1.7044291274531953,0.32793628590208823,678.5454573393577,1.3375677515263375e-06,11.01806330109822,0.00044939845907210005,51974.39870872015,2.527931741362138
646.4371632490066,1.1018063301098222,0.8858667904100825,11.01806330109822,0.0001404004245548,69.51927961775607,0.0055894415764033,0.3981071705534973,424.89096609716574
143.8449888287663,13.70383450663168,0.1274274985703133,112.88378916846884,7.659678234751838e-06,784.7599703514607,3.279362859020883e-05,17462.453520016174,1.553568040791449
12.742749857031338,10.245338593872232,0.1832980710832435,158.48931924611142,2.701338121133005e-05,33.59818286283781,0.0001877950801851,6.785454573393582,188.77951017429265
