R0,R1,C1,R2,C2,R3,C3,f,Z_mod
12.91549665014884,774.2636826811271,1.6681005372000593e-06,16.681005372000595,1e-06,1000.0,5.994842503189408e-05,9999.999999999998,27.73406932959269
35.938136638046274,59.94842503189409,0.009999999999999998,59.94842503189409,0.00046415888336120005,100.0,4.641588833612782e-06,0.0001,255.83497927199343
21.544346900318835,10.0,0.0035938136638046002,215.4434690031882,0.00016681005372,35.938136638046274,1.291549665014883e-05,1000.0,28.03895875504369
359.3813663804625,21.544346900318835,4.641588833612782e-06,129.1549665014884,0.0021544346900318,27.825594022071243,0.0002782559402207,10.0,404.2674855445148
16.681005372000595,278.2559402207126,0.0021544346900318,599.4842503189409,2.782559402207126e-06,10.0,0.0012915496650148,0.01,904.0883644247502
278.2559402207126,166.81005372000593,0.0012915496650148,278.2559402207126,0.0002782559402207,278.2559402207126,3.5938136638046256e-05,31622.776601683792,278.25605914492047
100.0,46.41588833612778,0.0059948425031894,46.41588833612778,0.0059948425031894,46.41588833612778,0.0001,316.22776601683796,100.67110954167956
1000.0,359.3813663804625,7.742636826811277e-06,774.2636826811271,0.0012915496650148,464.1588833612782,0.0059948425031894,0.3162277660168379,1580.5093637998168
27.825594022071243,27.825594022071243,0.0007742636826811001,35.938136638046274,0.0001,599.4842503189409,0.00016681005372,100000.0,27.82561497518346
59.94842503189409,1000.0,1.291549665014883e-05,10.0,0.0007742636826811001,21.544346900318835,0.009999999999999998,31.622776601683796,394.7694398768724
774.2636826811271,599.4842503189409,2.782559402207126e-06,12.91549665014884,0.009999999999999998,16.681005372000595,2.1544346900318827e-05,0.0009999999999999998,1403.3444265514984
599.4842503189409,35.938136638046274,0.0001,27.825594022071243,0.0035938136638046002,774.2636826811271,1.6681005372000593e-06,0.0031622776601683005,1437.511555217568
46.41588833612778,215.4434690031882,0.00016681005372,359.3813663804625,2.1544346900318827e-05,12.91549665014884,0.0035938136638046002,3.1622776601683795,570.7300529356736
129.1549665014884,16.681005372000595,5.994842503189408e-05,100.0,7.742636826811277e-06,77.4263682681127,0.00046415888336120005,3162.27766016838,129.83015738235375
166.81005372000593,100.0,2.1544346900318827e-05,1000.0,5.994842503189408e-05,215.4434690031882,2.782559402207126e-06,0.0003162277660168,1482.2535133743188
77.4263682681127,464.1588833612782,0.00046415888336120005,166.81005372000593,4.641588833612782e-06,129.1549665014884,7.742636826811277e-06,0.1,831.5023713912786
464.1588833612782,77.4263682681127,0.0002782559402207,21.544346900318835,1.6681005372000593e-06,59.94842503189409,0.0007742636826811001,0.03162277660168371,623.0721340872838
215.4434690031882,129.1549665014884,1e-06,77.4263682681127,1.291549665014883e-05,166.81005372000593,0.0021544346900318,100.0,401.9126381303278
10.0,12.91549665014884,3.5938136638046256e-05,464.1588833612782,3.5938136638046256e-05,359.3813663804625,1e-06,1.0,842.8341340957313
823.4157242566255,697.7798711191592,0.008205766244816198,654.0006135864122,4.2856462493824716e-05,999.5395843999916,0.0001270869745683,25.64271996670937,876.6610167981719
780.04367764474,972.5677830944264,1.2560617487683117e-05,732.4173904278134,4.093795283048729e-06,683.4997300583985,4.250952819687064e-06,298.30789439549676,876.1038568742622
446.1660237204257,43.31979241599918,1.0225395077683675e-06,950.9108031922909,0.0099147087890202,673.6871824871971,0.0006964155001825,1717.1662660606246,481.7308712898897
980.25691225578,69.6640036449831,0.0002300083579054,97.73045040832791,0.0004048238330604001,835.8324369030463,4.662369467883807e-06,667.7105617296329,984.794755921721
519.8489352269064,740.0459608262953,8.99434495281785e-06,676.2983087754066,0.0001698330856389,14.424527334317172,0.0046365683035135006,748.0122996696745,521.2034005033169
979.8055866813615,40.055856880499505,0.0002684258198489,10.403995891000678,0.0057110711029791,381.5889728301816,0.008835669495200899,0.4768994090387312,1034.3993057592204
929.9501838003285,51.571186585737614,8.124920087768312e-05,917.5286333852702,0.0001194375184283,16.65260630826125,0.0095481624461503,4.22450917588989,1117.442886348025
864.8073443502649,984.8269703002803,1.790327692543439e-05,16.857076892365356,2.8759053435665266e-05,466.4839312092564,0.0011723861809204,1.5844991075672459,1869.159076679225
423.9125486777801,418.6163803470989,5.653111128471578e-06,92.19123798108562,0.001493728759345,792.5724834061518,0.00018167810571730002,55.91746511449509,707.9327355869789
878.4143805120987,409.5775307042061,0.008798313730369298,12.894398978142593,0.0078740643915714,849.7267547480653,1.2100709307445989e-05,0.0033266355175758,2148.52440285644
933.124729980986,66.17107751909194,2.663202893770581e-06,996.2308438532419,0.006394374351729101,189.257356869658,1.6782329687646164e-05,43.551828170890765,1111.2385172714169
310.69547153495324,833.1807117077659,4.0980393642870535e-05,45.059517593780036,0.0091883944833956,918.1203826106924,6.343486548609369e-06,988.4619350325551,312.79140753231405
890.4294102369073,235.07893370905487,7.655593055127278e-05,13.791814149335242,6.091129697669983e-05,12.110465355204301,3.66881358287241e-06,95701.73454158752,890.4465502343038
